語句,読み,意味,語源等解説,関連語,関連分野,難易度
story,スト́ーリ,物語・階,"ラテン語 ""historia""(歴史)。派生: storyteller(スト́ーリテラー): 語り手 / short story(ショ́ートストーリ): 短編小説","tale(テ́イル): 話, narrative(ナ́ラティヴ): 物語",場所・移動,beginner
straight,ストレ́イト,まっすぐな,"古英語 ""streht""(伸ばした)。派生: straighten(ストレ́イトン): まっすぐにする / straight ahead(ストレ́イトアヘッド): まっすぐ前に","direct(ディレ́クト): 直接の, crooked(クル́ッキッド): 曲がった",人・社会,beginner
strange,ストレ́インジ,奇妙な,"ラテン語 ""extraneus""(外の)。派生: strangely(ストレ́インジリ): 奇妙に / stranger(ストレ́インジャー): 見知らぬ人","odd(オ́ッド): 変な, unusual(アンユ́ージュアル): 普通でない",人・社会,beginner
straw,Straw,ストロー,,,食・健康,intermediate
strawberry,Strawberry,いちご,,,食・健康,intermediate
street,ストリ́ート,通り,"ラテン語 ""via strata""(舗装された道)。派生: streetcar(ストリ́ートカー): 路面電車 / street light(ストリ́ートライト): 街灯","road(ロ́ウド): 道路, avenue(ア́ヴェニュー): 大通り",場所・移動,beginner
strict,ストリ́クト,厳格な,"ラテン語 ""strictus""(きつく締めた)。派生: strictly(ストリ́クトリ): 厳格に / strictness(ストリ́クトネス): 厳格さ","severe(シヴィ́アー): 厳しい, lenient(リ́ーニエント): 寛大な",人・社会,beginner
strong,ストロ́ング,強い,"古英語 ""strang""。派生: strongly(ストロ́ングリ): 強く / strength(ストレ́ングス): 強さ","powerful(パ́ウアフル): 強力な, weak(ウィ́ーク): 弱い",人・社会,beginner
student,ステュ́ーデント,学生,"ラテン語 ""studere""(熱心に取り組む)。派生: studentship(ステュ́ーデントシップ): 奨学金 / college student(コ́リッジステューデント): 大学生","pupil(ピュ́ープル): 生徒, scholar(スコ́ラー): 学者",学校・学習,beginner
study,スタ́ディ,勉強する・研究,"ラテン語 ""studium""(熱意)。派生: studying(スタ́ディング): 勉強 / case study(ケ́イススタディ): 事例研究","learn(ラ́ーン): 学ぶ, research(リサ́ーチ): 研究する",学校・学習,beginner
stuff,Stuff,物、材料,,,食・健康,intermediate
subject,サ́ブジェクト,主題・科目,"ラテン語 ""subicere""(下に投げる)。派生: subjective(サブジェ́クティヴ): 主観的な / subject to(サ́ブジェクトトゥ): 〜を受けやすい","topic(ト́ピック): 話題, theme(スィ́ーム): テーマ",食・健康,beginner
subway,Subway,地下鉄,,,食・健康,intermediate
success,Success,成功,,,食・健康,intermediate
successful,Successful,成功した,,,人・社会,intermediate
such,サ́ッチ,そのような,"古英語 ""swylc""。派生: such as(サ́ッチアズ): 〜のような / such that(サ́ッチザット): 〜するような","like(ラ́イク): 〜のような, similar(シ́ミラー): 似た",言語基本,beginner
suddenly,Suddenly,突然,,,人・社会,intermediate
suggest,サジェ́スト,提案する,"ラテン語 ""suggerere""(下から運ぶ)。派生: suggestion(サジェ́スチョン): 提案 / suggestive(サジェ́スティヴ): 示唆的な","propose(プロポ́ウズ): 提案する, recommend(レコメ́ンド): 推薦する",人・社会,beginner
suggestion,Suggestion,suggestionすること,,,人・社会,intermediate
summer,サ́マー,夏,"古英語 ""sumor""。派生: summery(サ́マリ): 夏の / summertime(サ́マータイム): 夏の間","season(シ́ーズン): 季節, winter(ウィ́ンター): 冬",自然・環境,beginner
sun,サ́ン,太陽,"古英語 ""sunne""。派生: sunny(サ́ニー): 晴れた / sunshine(サ́ンシャイン): 日光","solar(ソ́ウラー): 太陽の, star(スタ́ー): 星",自然・環境,beginner
Sunday,Sunday,日曜日,,,時間・数量,intermediate
sunny,Sunny,晴れた,,,食・健康,intermediate
sunrise,Sunrise,日の出,,,食・健康,intermediate
sunshine,Sunshine,日光,,,食・健康,intermediate
super,Super,supする人,,,人・社会,intermediate
supermarket,Supermarket,スーパーマーケット,,,食・健康,intermediate
support,サポ́ート,支える・支援,"ラテン語 ""supportare""(下から運ぶ)。派生: supporter(サポ́ーター): 支持者 / supporting(サポ́ーティング): 支持する","help(ヘ́ルプ): 助ける, assist(アシ́スト): 援助する",人・社会,beginner
sure,シュ́ア,確信して,"ラテン語 ""securus""(安全な)。派生: surely(シュ́アリ): 確かに / for sure(フォ́ーシュア): 確実に","certain(サ́ートン): 確実な, confident(コ́ンフィデント): 自信のある",人・社会,beginner
surf,Surf,サーフィンをする,,,食・健康,intermediate
surprise,サプラ́イズ,驚き・驚かせる,"古フランス語 ""surprendre""(不意をつく)。派生: surprising(サプラ́イジング): 驚くべき / surprised(サプラ́イズド): 驚いた","shock(ショ́ック): 衝撃, amaze(アメ́イズ): びっくりさせる",人・社会,beginner
surprised,Surprised,驚いた,,,人・社会,intermediate
surprising,Surprising,驚くべき,,,食・健康,intermediate
surprisingly,Surprisingly,驚くべきことに,,,人・社会,intermediate
surround,サラ́ウンド,取り囲む,"ラテン語 ""super-""(上に)+""undare""(波打つ)。派生: surrounding(サラ́ウンディング): 周囲の / surroundings(サラ́ウンディングズ): 環境","encircle(エンサ́ークル): 囲む, enclose(エンクロ́ウズ): 囲い込む",人・社会,beginner
survey,Survey,調査,,,食・健康,intermediate
survive,サヴァ́イヴ,生き残る,"ラテン語 ""supervivere""(上を生きる)。派生: survival(サヴァ́イヴァル): 生存 / survivor(サヴァ́イヴァー): 生存者","live(リ́ヴ): 生きる, endure(エンデュ́アー): 耐え抜く",人・社会,beginner
sweater,Sweater,sweatする人,,,人・社会,intermediate
sweet,スウィ́ート,甘い,"古英語 ""swete""。派生: sweeten(スウィ́ートン): 甘くする / sweetness(スウィ́ートネス): 甘さ","sugary(シュ́ガリ): 砂糖の, bitter(ビ́ター): 苦い",食・健康,beginner
swim,スウィ́ム,泳ぐ,"古英語 ""swimman""。派生: swimmer(スウィ́マー): 泳ぐ人 / swimming(スウィ́ミング): 水泳","dive(ダ́イヴ): 潜る, float(フロ́ウト): 浮く",運動・娯楽,beginner
swimming,Swimming,水泳,,,食・健康,intermediate
symbol,シ́ンボル,象徴・記号,"ギリシャ語 ""symbolon""(しるし)。派生: symbolic(シンボ́リック): 象徴的な / symbolize(シ́ンボライズ): 象徴する","sign(サ́イン): 記号, emblem(エ́ンブレム): 紋章",自然・環境,beginner
system,シ́ステム,システム・体系,"ギリシャ語 ""systema""(組み合わせ)。派生: systematic(システマ́ティック): 体系的な / solar system(ソ́ウラーシステム): 太陽系","method(メ́ソッド): 方法, organization(オーガニゼ́イション): 組織",食・健康,beginner
table,テ́イブル,テーブル・表,"ラテン語 ""tabula""(板)。派生: tablecloth(テ́イブルクロス): テーブルクロス / table tennis(テ́イブルテニス): 卓球","desk(デ́スク): 机, chart(チャ́ート): 図表",日常生活,beginner
take,テ́イク,取る・連れて行く,"古ノルド語 ""taka""。派生: taking(テ́イキング): 取ること / take off(テ́イクオフ): 離陸する","get(ゲ́ット): 得る, bring(ブリ́ング): 持ってくる",場所・移動,beginner
talk,ト́ーク,話す・話,"中英語 ""talken""。派生: talking(ト́ーキング): 話すこと / talk about(ト́ークアバウト): 〜について話す","speak(スピ́ーク): 話す, chat(チャ́ット): おしゃべりする",人・社会,beginner
tall,ト́ール,背が高い,"古英語 ""getæl""(速い)。派生: tallness(ト́ールネス): 高さ / tall building(ト́ールビルディング): 高層ビル","high(ハ́イ): 高い, short(ショ́ート): 低い",食・健康,beginner
taste,テ́イスト,味・味わう,"ラテン語 ""taxare""(評価する)。派生: tasty(テ́イスティ): おいしい / taste like(テ́イストライク): 〜のような味がする","flavor(フレ́イヴァー): 風味, savor(セ́イヴァー): 味わう",食・健康,beginner
tax,タ́クス,税金,"ラテン語 ""taxare""(評価する)。派生: taxation(タクセ́イション): 課税 / taxpayer(タ́クスペイアー): 納税者","levy(レ́ヴィ): 課税, duty(デュ́ーティ): 関税",人・社会,beginner
taxi,タ́クシー,タクシー,taximeter cab の短縮形。派生: taxi driver(タ́クシードライヴァー): タクシー運転手 / taxi stand(タ́クシースタンド): タクシー乗り場,"cab(キャ́ブ): タクシー, ride(ラ́イド): 乗車",場所・移動,beginner
tea,ティ́ー,お茶,"中国語 ""te""。派生: teacup(ティ́ーカップ): ティーカップ / tea party(ティ́ーパーティ): お茶会","coffee(コ́ーフィ): コーヒー, drink(ドリ́ンク): 飲み物",食・健康,beginner
teach,ティ́ーチ,教える,"古英語 ""tæcan""。派生: teacher(ティ́ーチャー): 教師 / teaching(ティ́ーチング): 教えること","instruct(インストラ́クト): 指導する, educate(エ́ジュケイト): 教育する",学校・学習,beginner
teacher,ティ́ーチャー,教師・先生,"teach(教える) + -er。派生: schoolteacher(スクールティーチャー): 学校教師 / head teacher(ヘッドティーチャー): 校長","instructor(インストラ́クター): 指導員, professor(プロフェ́サー): 教授",学校・学習,intermediate
team,ティ́ーム,チーム,"古英語 ""team""(子孫)。派生: teamwork(ティ́ームワーク): チームワーク / team up(ティ́ームアップ): チームを組む","group(グルー́プ): グループ, crew(クルー́): 乗組員",運動・娯楽,beginner
tear,ティ́アー,涙,"古英語 ""tear""。派生: tearful(ティ́アフル): 涙ぐんだ / in tears(インティ́アーズ): 泣いて","cry(クラ́イ): 泣く, weep(ウィ́ープ): 泣く",人・社会,beginner
technology,テクノ́ロジー,技術,"ギリシャ語 ""tekhnologia""(技術の体系的扱い)。派生: technological(テクノロ́ジカル): 技術的な / high technology(ハ́イテクノロジー): 先端技術","science(サ́イエンス): 科学, innovation(イノヴェ́イション): 革新",人・社会,beginner
telephone,テ́レフォン,電話,"ギリシャ語 ""tele-""(遠く)+""phone""(音)。派生: telephonic(テレフォ́ニック): 電話の / telephone number(テ́レフォンナンバー): 電話番号","phone(フォ́ウン): 電話, call(コ́ール): 電話する",人・社会,beginner
tell,テ́ル,話す・教える,"古英語 ""tellan""(数える)。派生: telling(テ́リング): 語ること / tell apart(テ́ルアパート): 区別する","say(セ́イ): 言う, inform(インフォ́ーム): 知らせる",学校・学習,beginner
temple,テ́ンプル,寺院,"ラテン語 ""templum""(聖域)。派生: temple gate(テ́ンプルゲイト): 寺の門 / Buddhist temple(ブ́ディストテンプル): 仏教寺院","shrine(シュラ́イン): 神社, church(チャ́ーチ): 教会",日常生活,beginner
ten,テ́ン,10,"古英語 ""tien""。派生: tenth(テ́ンス): 10番目 / ten times(テンタイムズ): 10回","nine(ナイン): 9, eleven(イレヴン): 11, dozen(ダズン): 12",人・社会,beginner
tennis,テ́ニス,テニス,"古フランス語 ""tenez""(受け取れ)。派生: tennis court(テ́ニスコート): テニスコート / table tennis(テ́イブルテニス): 卓球","sport(スポ́ート): スポーツ, game(ゲ́イム): 試合",運動・娯楽,beginner
tenth,Tenth,10番目の,,,食・健康,intermediate
terrible,テ́リブル,ひどい・恐ろしい,"ラテン語 ""terribilis""(恐ろしい)。派生: terribly(テ́リブリ): ひどく / terrible accident(テ́リブルアクシデント): ひどい事故","awful(オ́ーフル): ひどい, dreadful(ドレ́ッドフル): 恐ろしい",人・社会,beginner
test,テ́スト,試験・試す,"ラテン語 ""testum""(土器)。派生: testing(テ́スティング): 試験 / test drive(テ́ストドライヴ): 試乗","exam(イグザ́ム): 試験, trial(トラ́イアル): 試し",学校・学習,beginner
text,テ́クスト,本文・テキスト,"ラテン語 ""textus""(織物)。派生: textbook(テ́クストブック): 教科書 / text message(テ́クストメッセージ): テキストメッセージ","passage(パ́セージ): 一節, writing(ラ́イティング): 文章",学校・学習,beginner
textbook,Textbook,教科書,,,食・健康,intermediate
Thailand,Thailand,タイ,,,場所・移動,intermediate
than,ザ́ン,〜より,"古英語 ""thanne""。派生: rather than(ラ́ザーザン): 〜よりむしろ / more than(モ́アザン): 〜以上","compared to(コンペ́アドトゥ): 〜と比べて, as(ア́ズ): 〜として",言語基本,beginner
thank,サ́ンク,感謝する,"古英語 ""thancian""。派生: thanks(サ́ンクス): ありがとう / thankful(サ́ンクフル): 感謝して","appreciate(アプリ́ーシエイト): 感謝する, grateful(グレ́イトフル): 感謝している",人・社会,beginner
that,ザ́ット,あれ・〜ということ / あれ・あの,"古英語 ""thæt""。派生: that is(ザ́ットイズ): つまり / so that(ソ́ウザット): 〜するために","this(ジ́ス): これ, which(ウィ́ッチ): どれ、this(ジス): これ, those(ゾウズ): あれら",言語基本,beginner
the,ザ́,その / その・例の,"古英語 ""se""。派生: the more(ザモ́ア): より〜すればするほど / all the same(オ́ールザセイム): それでも","a(ア́): 一つの, an(ア́ン): 一つの、a(ア): 一つの, this(ジス): この, that(ザット): あの",言語基本,beginner
theater,スィ́アター,劇場,"ギリシャ語 ""theatron""(見る場所)。派生: theatrical(スィア́トリカル): 演劇の / movie theater(ムー́ヴィースィアター): 映画館","cinema(シ́ネマ): 映画館, stage(ステ́イジ): 舞台",場所・移動,beginner
their,ゼ́アー,彼らの,"古ノルド語 ""theirra""。派生: theirs(ゼ́アーズ): 彼らのもの / of theirs(オ́ヴゼアーズ): 彼らの","his(ヒ́ズ): 彼の, her(ハ́ー): 彼女の、they(ゼイ): 彼らは, them(ゼム): 彼らを",言語基本,beginner
theirs,Theirs,彼らのもの,,,食・健康,intermediate
them,ゼ́ム,彼らを / 彼らを・彼らに,"古英語 ""him""。派生: themselves(ゼムセ́ルヴズ): 彼ら自身 / among them(アマ́ングゼム): 彼らの中で","us(ア́ス): 私たちを, you(ユ́ー): あなたたちを、they(ゼイ): 彼らは, their(ゼア): 彼らの, themselves(ゼムセルヴズ): 彼ら自身",言語基本,beginner
then,ゼ́ン,それから・その時,"古英語 ""thanne""。派生: now and then(ナ́ウアンドゼン): 時々 / since then(シ́ンスゼン): それ以来","next(ネ́クスト): 次に, afterward(ア́フターワード): その後",時間・数量,beginner
there,ゼ́アー,そこに,"古英語 ""thær""。派生: over there(オ́ウヴァーゼアー): あそこに / there is(ゼ́アーイズ): 〜がある","here(ヒ́アー): ここに, where(ウェ́アー): どこに",場所・移動,beginner
these,ジ́ーズ,これらの / これら,this の複数形。派生: these days(ジ́ーズデイズ): 最近 / one of these(ワ́ンオヴジーズ): これらのうちの1つ,"those(ゾ́ウズ): それらの, this(ジ́ス): この、this(ジス): これ, those(ゾウズ): あれら",言語基本,beginner
they,ゼ́イ,彼らは / 彼ら・彼女らは,"古ノルド語 ""their""。派生: they say(ゼ́イセイ): 人々は言う / they're(ゼ́アー): 彼らは〜だ","we(ウィ́ー): 私たちは, you(ユ́ー): あなたたちは、them(ゼ́ム): 彼らを, their(ゼ́ア): 彼らの",人・社会,beginner
thick,スィ́ック,厚い・濃い,"古英語 ""thicce""。派生: thicken(スィ́ッケン): 厚くする / thickness(スィ́ックネス): 厚さ","dense(デ́ンス): 密な, thin(スィ́ン): 薄い",人・社会,beginner
thin,スィ́ン,薄い・細い,"古英語 ""thynne""。派生: thinly(スィ́ンリ): 薄く / thinness(スィ́ンネス): 薄さ","slim(スリ́ム): 細い, thick(スィ́ック): 厚い",人・社会,beginner
thing,スィ́ング,もの,"古英語 ""thing""(集会)。派生: things(スィ́ングズ): 物事 / the thing is(ザスィ́ングイズ): 問題は〜だ","object(オ́ブジェクト): 物体, item(ア́イテム): 品目",人・社会,beginner
think,スィ́ンク,考える,"古英語 ""thencan""。派生: thinking(スィ́ンキング): 考えること / think about(スィ́ンクアバウト): 〜について考える","believe(ビリ́ーヴ): 信じる, consider(コンシ́ダー): 熟考する",人・社会,beginner
third,サ́ード,3番目の,"古英語 ""thridda""。派生: thirdly(サ́ードリ): 第三に / one third(ワ́ンサード): 3分の1","second(セ́カンド): 2番目の, fourth(フォ́ース): 4番目の",時間・数量,beginner
thirsty,サ́ースティ,のどが渇いた,thirst(サースト: 渇き)の形容詞形。派生: thirst(サースト): 渇き,"hungry(ハングリ): 空腹な, dry(ドライ): 乾いた, drink(ドリンク): 飲む",人・社会,beginner
thirteen,Thirteen,13,,,食・健康,intermediate
thirteenth,Thirteenth,13番目の,,,食・健康,intermediate
thirtieth,Thirtieth,30番目の,,,食・健康,intermediate
thirty,Thirty,30,,,食・健康,intermediate
this,ジ́ス,これ・この,"古英語 ""this""。派生: this one(ジスワン): これ","that(ザット): あれ, these(ジーズ): これら",言語基本,beginner
those,ゾ́ウズ,あれら,"古英語 ""thas""。派生: those ones(ゾウズワンズ): あれらのもの","that(ザット): あれ, these(ジーズ): これら",言語基本,beginner
though,ゾ́ー,〜だけれども,"古英語 ""thah""。派生: although(オールゾ́ー): 〜だけれども / even though(イ́ーヴンゾー): たとえ〜でも","however(ハウエ́ヴァー): しかしながら, but(バ́ット): しかし",言語基本,intermediate
thousand,Thousand,1000,,,食・健康,intermediate
three,スリ́ー,3,"古英語 ""threo""。派生: third(サ́ード): 3番目 / triple(トリプル): 3倍","two(トゥー): 2, four(フォー): 4, three times(スリータイムズ): 3回",人・社会,beginner
through,スルー,〜を通して,"古英語 ""thurh""。派生: throughout(スルーア́ウト): 〜の至る所に / go through(ゴースルー): 通り抜ける","across(アクロ́ス): 横切って, via(ヴァ́イア): 〜経由で",言語基本,intermediate
throw,スロ́ー,投げる,"古英語 ""thrawan""(ねじる)。派生: thrown(スロ́ーン): 投げられた / throw away(スローアウェ́イ): 捨てる","cast(キャ́スト): 投げる, toss(ト́ス): 放る",運動・娯楽,intermediate
Thursday,Thursday,木曜日,,,時間・数量,intermediate
ticket,Ticket,チケット、切符,,,食・健康,intermediate
tie,タ́イ,結ぶ・ネクタイ,"古英語 ""tieg""(ひも)。派生: tied(タ́イド): 結ばれた / tie up(タイアップ): 縛る","bind(バ́インド): 縛る, knot(ナ́ット): 結び目",日常生活,intermediate
tiger,Tiger,tigする人,,,人・社会,intermediate
time,Time,時間、回,,,食・健康,intermediate
tiny,Tiny,小さな,,,人・社会,intermediate
tired,Tired,疲れた,,,人・社会,intermediate
title,タ́イトル,題名・称号,"ラテン語 ""titulus""(銘)。派生: titled(タ́イトルド): 称号を持つ / entitle(エンタ́イトル): 権利を与える","heading(ヘ́ディング): 見出し, name(ネ́イム): 名前",人・社会,intermediate
to,To,〜まで、〜へ,,,食・健康,intermediate
toast,トー́スト,トースト・乾杯,"ラテン語 ""torrere""(焼く)。派生: toaster(トー́スター): トースター / toasted(トー́スティッド): 焼いた","bread(ブレ́ッド): パン, grill(グリ́ル): 焼く",人・社会,intermediate
today,トゥデ́イ,今日,"to+""day""が語源。派生: today's(トゥデイズ): 今日の","yesterday(イェスタデイ): 昨日, tomorrow(トゥモロウ): 明日, now(ナウ): 今",時間・数量,beginner
toe,トー́,つま先・足指,"古英語 ""ta""。派生: tiptoe(ティ́プトウ): つま先立ち / on one's toes(オンワンズトウズ): 機敏に","foot(フッ́ト): 足, heel(ヒ́ール): かかと",食・健康,intermediate
together,Together,togethする人,,,人・社会,intermediate
tomato,Tomato,トマト,,,食・健康,intermediate
tomorrow,トゥマ́ロウ,明日,"古英語 ""to morgen""(朝へ)。派生: tomorrow morning(トゥマ́ロウ モ́ーニング): 明日の朝 / day after tomorrow(デイ ア́フター トゥマ́ロウ): 明後日","today(トゥデ́イ): 今日, yesterday(イェ́スタデイ): 昨日",時間・数量,beginner
ton,タ́ン,トン・多量,"ラテン語 ""tunna""(大樽)。派生: tonnage(タ́ニッジ): トン数 / tons of(タンズオブ): 大量の","weight(ウェ́イト): 重さ, mass(マ́ス): 質量",時間・数量,intermediate
tonight,Tonight,今夜,,,食・健康,intermediate
too,トゥ́ー,あまりに・〜も,程度を強調したり「〜もまた」を表す副詞。例: too hot(暑すぎる) / me too(私も)。,"also(オ́ールソ): 〜も, very(ヴェ́リ): とても",言語基本,beginner
tool,トゥ́ール,道具,作業や目的達成に使う器具。例: hand tool(手道具) / power tool(電動工具)。,"instrument(イン́ストゥルメント): 器具, device(デバ́イス): 装置",場所・移動,beginner
tooth,トゥ́ース,歯,食べ物を噛む口内の硬い組織。例: front tooth(前歯) / wisdom tooth(親知らず)。,"teeth(ティース): 歯(複数), gum(ガム): 歯ぐき",食・健康,beginner
toothache,トゥ́ーセイク,歯痛,歯が痛む状態。例: have a toothache(歯が痛い)。,"pain(ペイン): 痛み, cavity(キャ́ヴィティ): 虫歯",食・健康,beginner
top,トッ́プ,頂上・最上位,一番上の部分または最高位。例: top of the mountain(山頂) / top student(首席)。,"peak(ピーク): 山頂, highest(ハ́イエスト): 最高の",場所・移動,beginner
topic,ト́ピック,話題・主題,"ギリシャ語 ""topikos""(場所の)。派生: topical(ト́ピカル): 時事の / off-topic(オフトピック): 話題から外れた","subject(サ́ブジェクト): 主題, theme(スィ́ーム): テーマ",人・社会,intermediate
topping,トッ́ピング,トッピング,料理や菓子の上に載せる具材。例: pizza topping(ピザの具)。,"ingredient(イングリ́ーディエント): 材料, garnish(ガ́ーニッシュ): 飾り",人・社会,intermediate
touch,Touch,触る,,,人・社会,intermediate
tough,タ́フ,頑丈な・困難な,"古英語 ""toh""。派生: toughen(タ́フン): 頑丈にする / toughness(タ́フネス): 頑丈さ","strong(ストロ́ング): 強い, difficult(ディ́フィカルト): 困難な",人・社会,intermediate
tour,トゥ́ア,旅行・見学,"古フランス語 ""tour""(回転)。派生: tourist(トゥ́アリスト): 旅行者 / tour guide(トゥアガイド): ツアーガイド","trip(トリ́ップ): 旅行, journey(ジャ́ーニ): 旅",場所・移動,intermediate
tourist,トゥ́アリスト,旅行者,観光や見学のため一時的に訪れる人。例: foreign tourist(海外旅行者)。,"traveler(トラ́ヴェラー): 旅人, visitor(ヴィ́ジター): 訪問者",場所・移動,beginner
tournament,トゥ́アナメント,トーナメント・試合,"古フランス語 ""torneiement""(馬上試合)。派生: tourney(トゥ́アニ): 試合","competition(コンペティ́ション): 競争, contest(コ́ンテスト): 競技会",運動・娯楽,intermediate
towel,タ́ウエル,タオル,"古フランス語 ""toaille""。派生: hand towel(ハンドタウエル): 手ぬぐい / throw in the towel(スローインザタウエル): 降参する","cloth(クロ́ス): 布, rag(ラ́グ): ぼろ布",人・社会,intermediate
tower,タ́ウアー,塔・タワー,"ラテン語 ""turris""。派生: towering(タ́ウアリング): そびえ立つ / control tower(コントロールタウアー): 管制塔","building(ビ́ルディング): 建物, spire(スパ́イア): 尖塔",人・社会,intermediate
town,タ́ウン,町,"古英語 ""tun""(囲まれた場所)。派生: downtown(ダ́ウンタウン): 繁華街 / townhouse(タウンハウス): 街の家","city(シティ): 都市, village(ヴィレッジ): 村, country(カントリ): 田舎",人・社会,beginner
toy,ト́イ,おもちゃ,"中英語 ""toye""(戯れ)。派生: toy with(トイウィズ): もてあそぶ","plaything(プレ́イスィング): おもちゃ, doll(ド́ル): 人形",人・社会,intermediate
track,トラ́ック,跡・軌道・小道,"古フランス語 ""trac""。派生: tracking(トラ́キング): 追跡 / keep track of(キープトラックオブ): 記録する","trail(トレ́イル): 小道, path(パ́ス): 道",場所・移動,intermediate
tradition,トラディ́ション,伝統・慣習,"ラテン語 ""traditio""(引き渡し)。派生: traditional(トラディ́ショナル): 伝統的な / traditionally(トラディショナリ): 伝統的に","custom(カ́スタム): 習慣, heritage(ヘ́リティッジ): 遺産",学校・学習,intermediate
traditional,Traditional,伝統的な,,,人・社会,intermediate
train,トレ́イン,列車・訓練する,"ラテン語 ""trahere""(引く)。派生: training(トレ́イニング): 訓練 / trainer(トレ́イナー): トレーナー","educate(エ́ジュケイト): 教育する, coach(コ́ウチ): 指導する",場所・移動,intermediate
translate,トランスレ́イト,翻訳する,"ラテン語 ""translatus""(運ばれた)。派生: translation(トランスレ́イション): 翻訳 / translator(トランスレ́イター): 翻訳者","interpret(インタ́ープレット): 通訳する, render(レ́ンダー): 翻訳する",学校・学習,intermediate
trash,トラ́シュ,ごみ・くず,スカンジナビア語源。派生: trashy(トラ́シ): くだらない / trash can(トラシュキャン): ごみ箱,"garbage(ガ́ービッジ): ごみ, rubbish(ラ́ビシュ): がらくた",人・社会,intermediate
travel,トラ́ヴェル,旅行する,"古フランス語 ""travail""(苦労)。派生: traveler(トラ́ヴェラー): 旅行者 / travel to(トラヴェルトゥー): 〜へ旅行する","journey(ジャ́ーニ): 旅する, voyage(ヴォ́イイッジ): 航海",場所・移動,intermediate
treasure,トレ́ジャー,宝・宝物,"ギリシャ語 ""thesaurus""(宝庫)。派生: treasurer(トレ́ジャラー): 会計係 / treasure hunt(トレジャーハント): 宝探し","riches(リ́チズ): 富, wealth(ウェ́ルス): 富",日常生活,intermediate
tree,トリ́ー,木,"古英語 ""treo""。派生: treetop(トリートップ): 木のてっぺん / tree house(ツリーハウス): 木の家","forest(フォレスト): 森, plant(プラント): 植物, leaf(リーフ): 葉",自然・環境,beginner
trip,トリ́ップ,旅行・つまずき,短期の旅行。または足が引っかかる。例: school trip(遠足) / trip over(〜につまずく)。,"journey(ジャ́ーニー): 旅, excursion(エクスカ́ーション): 小旅行",場所・移動,beginner
trouble,トラ́ブル,問題・困難,"古フランス語 ""trubler""(かき乱す)。派生: troubled(トラ́ブルド): 悩んだ / troublesome(トラ́ブルサム): 面倒な","problem(プロ́ブレム): 問題, difficulty(ディ́フィカルティ): 困難",学校・学習,intermediate
truck,トラ́ック,トラック,荷物を運ぶ大型自動車。例: delivery truck(配送トラック)。,"lorry(ロ́リー): トラック(英), vehicle(ヴィー́イコル): 車両",人・社会,intermediate
true,トルー́,本当の・真実の,"古英語 ""treowe""。派生: truly(トルー́リ): 本当に / come true(カムトルー): 実現する","real(リ́アル): 本物の, genuine(ジェ́ニュイン): 本物の",自然・環境,intermediate
trust,トラ́スト,信頼・信用,"古ノルド語 ""traust""(信頼)。派生: trustworthy(トラ́ストワージ): 信頼できる / trust in(トラストイン): 〜を信頼する","confidence(コ́ンフィデンス): 信頼, faith(フェ́イス): 信念",人・社会,intermediate
truth,トルー́ス,真実・真理,"古英語 ""treowth""。派生: truthful(トルー́スフル): 正直な / in truth(イントルース): 実のところ","fact(ファ́クト): 事実, reality(リア́リティ): 現実",自然・環境,intermediate
try,トラ́イ,試す・努力する,"古フランス語 ""trier""(選び出す)。派生: trial(トラ́イアル): 試み / tried(トラ́イド): 試みた","attempt(アテンプト): 試みる, effort(エファート): 努力",人・社会,beginner
Tuesday,チュー́ズデイ,火曜日,週の2番目の曜日。例: on Tuesday(火曜日に)。,"Wednesday(ウェ́ンズデイ): 水曜日, Monday(マンデイ): 月曜日",時間・数量,beginner
turn,タ́ーン,曲がる・回す,"ラテン語 ""tornare""(旋盤で作る)。派生: turning(タ́ーニング): 曲がること / turn out(ターンアウト): 〜になる","rotate(ロー́テイト): 回転する, twist(トウィ́スト): ねじる",時間・数量,intermediate
TV,テレビ,テレビ,映像と音声を受信し映す装置。例: watch TV(TVを見る)。,"television(テレヴィ́ジョン): テレビ, screen(スクリーン): 画面",運動・娯楽,beginner
twelfth,トウェ́ルフス,12番目の,"古英語 ""twelfta""。派生: one twelfth(ワントウェルフス): 12分の1","eleventh(イレ́ヴンス): 11番目の, thirteenth(サーティ́ーンス): 13番目の",時間・数量,intermediate
twelve,トウェ́ルヴ,12,"古英語 ""twelf""。派生: a dozen(アダズン): 12","dozen(ダ́ズン): ダース, number(ナ́ンバー): 数",人・社会,intermediate
twentieth,トウェ́ンティエス,20番目の,"古英語 ""twenteotha""。派生: one twentieth(ワントウェンティエス): 20分の1","nineteenth(ナインティ́ーンス): 19番目の, twenty-first(トウェンティファースト): 21番目の",時間・数量,intermediate
twenty,トウェ́ンティ,20,"古英語 ""twentig""。派生: twenty-one(トウェンティワン): 21","score(スコ́ア): 20, two dozen(トゥーダズン): 24",人・社会,intermediate
twice,トワ́イス,2回・2倍,"古英語 ""twige""。派生: think twice(スィンクトワイス): よく考える","double(ダ́ブル): 2倍, two times(トゥータイムズ): 2回",時間・数量,intermediate
two,トゥ́ー,2,"古英語 ""twa""。派生: twice(トゥワ́イス): 2回 / twofold(トゥーフォウルド): 2倍の","one(ワン): 1, three(スリー): 3, second(セカンド): 2番目",人・社会,beginner
