語句,読み,意味,語源等解説,関連語,関連分野,難易度
scientist,Scientist,[手動確認必要: scientist],scientist の語源情報が必要です。,,中級語彙,中級
sea,シ́ー,海,"古英語 ""sǣ""。派生: seashore(シ́ーショア): 海岸 / seaside(シ́ーサイド): 海辺","ocean(オ́ウシャン): 大洋, water(ウォ́ーター): 水",自然,初級
seafood,Seafood,[手動確認必要: seafood],seafood の語源情報が必要です。,,中級語彙,中級
search,サ́ーチ,探す・捜索,"古フランス語 ""cerchier""(回る)。派生: searching(サ́ーチング): 捜索 / search for(サ́ーチフォー): 〜を探す","seek(シ́ーク): 探し求める, look for(ル́ックフォー): 探す",動作,初級
season,シ́ーズン,季節,"ラテン語 ""satio""(種まき)。派生: seasonal(シ́ーズナル): 季節の / seasoning(シ́ーズニング): 調味料","spring(スプリ́ング): 春, time(タ́イム): 時期",時間,初級
seat,シ́ート,座席・着席させる,"古ノルド語 ""sæti""。派生: seating(シ́ーティング): 座席配置 / take a seat(テ́イクアシート): 座る","chair(チェ́アー): いす, sit(シ́ット): 座る",生活,初級
second,セ́カンド,2番目・秒,"ラテン語 ""secundus""(次の)。派生: secondary(セ́カンダリ): 二次的な / secondly(セ́カンドリ): 第二に","minute(ミ́ニット): 分, first(ファ́ースト): 最初の",数,初級
section,セ́クション,部分・区画,"ラテン語 ""sectio""(切ること)。派生: sectional(セ́クショナル): 区分の / cross section(クロ́スセクション): 断面","part(パ́ート): 部分, division(ディヴィ́ジョン): 区分",概念,初級
see,シ́ー,見る,"古英語 ""seon""。派生: seeing(シ́ーイング): 見ること / see you(シ́ーユー): またね","look(ル́ック): 見る, watch(ウォ́ッチ): 注視する",動作,初級
seem,シ́ーム,〜のように見える,"古ノルド語 ""sœma""(ふさわしい)。派生: seemingly(シ́ーミングリ): 一見したところ / it seems(イ́ットシームズ): 〜のようだ","appear(アピ́アー): 現れる, look(ル́ック): 見える",状態,初級
select,セレ́クト,選ぶ,"ラテン語 ""seligere""(選び出す)。派生: selection(セレ́クション): 選択 / selective(セレ́クティヴ): 選択的な","choose(チュ́ーズ): 選ぶ, pick(ピ́ック): 選ぶ",動作,初級
selection,Selection,selectionすること,selection の語源情報が必要です。,,名詞,中級
sell,セ́ル,売る,"古英語 ""sellan""。派生: seller(セ́ラー): 売り手 / selling(セ́リング): 販売","vend(ヴェ́ンド): 売る, buy(バ́イ): 買う",動作,初級
send,セ́ンド,送る,"古英語 ""sendan""。派生: sender(セ́ンダー): 送り主 / send out(セ́ンドアウト): 送り出す","deliver(ディリ́ヴァー): 配達する, dispatch(ディスパ́ッチ): 発送する",動作,初級
sense,セ́ンス,感覚・理解する,"ラテン語 ""sentire""(感じる)。派生: sensible(セ́ンシブル): 分別のある / sensitivity(センシティ́ヴィティ): 感受性","feeling(フィ́ーリング): 感じ, perception(パセ́プション): 知覚",概念,初級
sentence,セ́ンテンス,文・判決,"ラテン語 ""sententia""(意見)。派生: sentencing(セ́ンテンシング): 判決 / prison sentence(プリ́ズンセンテンス): 懲役刑","phrase(フレ́イズ): 句, judgment(ジャ́ッジメント): 判決",文法,初級
September,September,septembする人,September の語源情報が必要です。,,名詞,中級
serious,シ́リアス,真剣な・深刻な,"ラテン語 ""serius""(重大な)。派生: seriously(シ́リアスリ): 真剣に / seriousness(シ́リアスネス): 深刻さ","grave(グレ́イヴ): 重大な, earnest(ア́ーネスト): 真剣な",評価,初級
serve,サ́ーヴ,仕える・出す,"ラテン語 ""servire""(仕える)。派生: service(サ́ーヴィス): サービス / serving(サ́ーヴィング): 給仕","help(ヘ́ルプ): 手伝う, provide(プロヴァ́イド): 提供する",動作,初級
service,Service,[手動確認必要: service],service の語源情報が必要です。,,中級語彙,中級
set,セ́ット,置く・セット,"古英語 ""settan""。派生: setting(セ́ティング): 設定 / set up(セ́ットアップ): 設置する","place(プレ́イス): 置く, put(プ́ット): 置く",動作,初級
seven,セ́ヴン,7,"古英語 ""seofon""。派生: seventh(セ́ヴンス): 7番目 / seventeen(セヴンティーン): 17","six(シックス): 6, eight(エイト): 8, seventh(セヴンス): 7番目",数詞,初級
seventeen,Seventeen,[手動確認必要: seventeen],seventeen の語源情報が必要です。,,中級語彙,中級
seventh,Seventh,[手動確認必要: seventh],seventh の語源情報が必要です。,,中級語彙,中級
seventy,Seventy,[手動確認必要: seventy],seventy の語源情報が必要です。,,中級語彙,中級
several,セ́ヴェラル,いくつかの,"ラテン語 ""separ""(別々の)。派生: severally(セ́ヴェラリ): 別々に / several times(セ́ヴェラルタイムズ): 数回","some(サ́ム): いくつかの, various(ヴェ́アリアス): 様々な",限定詞,初級
severe,シヴィ́アー,厳しい,"ラテン語 ""severus""(厳格な)。派生: severely(シヴィ́アリ): 厳しく / severity(シヴェ́リティ): 厳しさ","strict(ストリ́クト): 厳格な, harsh(ハ́ーシュ): 過酷な",評価,初級
shall,シャ́ル,〜でしょう・〜すべきだ,"古英語 ""sceal""。派生: shall we(シャ́ルウィ): 〜しましょうか / shall I(シャ́ルアイ): 〜しましょうか","will(ウィ́ル): 〜でしょう, should(シュ́ッド): 〜すべきだ",助動詞,初級
shape,シェ́イプ,形・形作る,"古英語 ""gesceap""(創造)。派生: shapely(シェ́イプリ): 形の良い / in shape(インシェ́イプ): 良い状態で","form(フォ́ーム): 形, figure(フィ́ギャー): 形",形容,初級
share,シェ́アー,分け合う・分け前,"古英語 ""scearu""(分割)。派生: sharing(シェ́アリング): 共有 / share with(シェ́アーウィズ): 〜と分け合う","divide(ディヴァ́イド): 分ける, portion(ポ́ーション): 部分",動作,初級
she,シ́ー,彼女は,"古英語 ""heo""。派生: herself(ハーセ́ルフ): 彼女自身 / she's(シ́ーズ): 彼女は〜だ","her(ハ́ー): 彼女を, he(ヒ́ー): 彼は、her(ハ́ー): 彼女の・彼女を, hers(ハ́ーズ): 彼女のもの",代名詞,初級
sheep,シ́ープ,羊,"古英語 ""sceap""。派生: sheepdog(シ́ープドッグ): 牧羊犬 / shepherd(シェ́パード): 羊飼い","lamb(ラ́ム): 子羊, wool(ウ́ール): 羊毛",生物,初級
ship,シ́ップ,船,"古英語 ""scip""。派生: shipping(シ́ッピング): 海運 / shipment(シ́ップメント): 出荷","boat(ボ́ウト): ボート, vessel(ヴェ́セル): 船",交通,初級
shirt,シャ́ート,シャツ,"古英語 ""scyrte""(短い衣服)。派生: T-shirt(ティ́ーシャート): Tシャツ / shirtsleeve(シャ́ートスリーヴ): シャツの袖","blouse(ブラ́ウス): ブラウス, clothing(クロ́ウジング): 衣類",生活,初級
shock,ショ́ック,衝撃・ショックを与える,"フランス語 ""choc""(衝突)。派生: shocking(ショ́ッキング): 衝撃的な / shock wave(ショ́ックウェイヴ): 衝撃波","surprise(サプラ́イズ): 驚き, impact(イ́ンパクト): 衝撃",感情,初級
shoe,シュ́ー,靴,"古英語 ""scoh""。派生: shoelace(シュ́ーレイス): 靴ひも / shoe store(シュ́ーストア): 靴屋","boot(ブー́ト): ブーツ, footwear(フ́ットウェアー): 履物",生活,初級
shoot,シュ́ート,撃つ・芽,"古英語 ""sceotan""。派生: shooting(シュ́ーティング): 射撃 / shoot down(シュ́ートダウン): 撃ち落とす","fire(ファ́イアー): 発砲する, hit(ヒ́ット): 当てる",動作,初級
shop,ショ́ップ,店・買い物をする,"古英語 ""sceoppa""(小屋)。派生: shopping(ショ́ッピング): 買い物 / shop assistant(ショ́ップアシスタント): 店員","store(スト́ー): 店, market(マ́ーケット): 市場",生活,初級
shopping,Shopping,[手動確認必要: shopping],shopping の語源情報が必要です。,,中級語彙,中級
short,ショ́ート,短い,"古英語 ""sceort""。派生: shorten(ショ́ートン): 短くする / shortage(ショ́ーティッジ): 不足","brief(ブリ́ーフ): 短い, long(ロ́ング): 長い",評価,初級
shorts,Shorts,[手動確認必要: shorts],shorts の語源情報が必要です。,,中級語彙,中級
should,シュ́ッド,〜すべきだ,shall の過去形。派生: shouldn't(シュ́ドゥント): 〜すべきでない / should have(シュ́ッドハヴ): 〜すべきだった,"ought to(オ́ートトゥ): 〜すべきだ, must(マ́スト): 〜しなければならない",助動詞,初級
shoulder,ショ́ウルダー,肩,"古英語 ""sculdor""。派生: broad-shouldered(ブロ́ードショウルダード): 肩幅の広い / shoulder blade(ショ́ウルダーブレイド): 肩甲骨","arm(ア́ーム): 腕, back(バ́ック): 背中",人体,初級
show,ショ́ウ,見せる・ショー,"古英語 ""sceawian""(見る)。派生: showing(ショ́ウイング): 上映 / show off(ショ́ウオフ): 見せびらかす","display(ディスプレ́イ): 展示する, demonstrate(デ́モンストレイト): 実演する",動作,初級
shower,Shower,showする人,shower の語源情報が必要です。,,名詞,中級
shrine,Shrine,[手動確認必要: shrine],shrine の語源情報が必要です。,,中級語彙,中級
shut,シャ́ット,閉める,"古英語 ""scyttan""(かんぬきをする)。派生: shutdown(シャ́ットダウン): 停止 / shut down(シャ́ットダウン): 閉鎖する","close(クロ́ウズ): 閉じる, open(オ́ウプン): 開ける",動作,初級
shy,シャ́イ,恥ずかしがりの,"古英語 ""sceoh""(臆病な)。派生: shyly(シャ́イリ): 恥ずかしそうに / shyness(シャ́イネス): 内気","timid(ティ́ミッド): 臆病な, bold(ボ́ウルド): 大胆な",評価,初級
sick,シ́ック,病気の,"古英語 ""seoc""。派生: sickness(シ́クネス): 病気 / feel sick(フィ́ールシック): 気分が悪い","ill(イ́ル): 病気の, healthy(ヘ́ルシー): 健康な",健康,初級
side,サ́イド,側・横,"古英語 ""side""。派生: sidewalk(サ́イドウォーク): 歩道 / beside(ビサ́イド): 〜のそばに","edge(エ́ッジ): 端, surface(サ́ーフィス): 表面",位置,初級
sight,サ́イト,視力・光景,"古英語 ""gesiht""(視覚)。派生: sightseeing(サ́イトシーイング): 観光 / at first sight(ア́ットファーストサイト): 一目見て","vision(ヴィ́ジョン): 視覚, view(ヴュ́ー): 眺め",概念,初級
sign,サ́イン,記号・署名する,"ラテン語 ""signum""(印)。派生: signal(シ́グナル): 信号 / signature(シ́グネチャー): 署名","mark(マ́ーク): 印, symbol(シ́ンボル): 象徴",概念,初級
silver,シ́ルヴァー,銀,"古英語 ""seolfor""。派生: silvery(シ́ルヴァリ): 銀色の / silver medal(シ́ルヴァーメダル): 銀メダル","gold(ゴ́ウルド): 金, metal(メ́タル): 金属",材料,初級
similar,シ́ミラー,似た,"ラテン語 ""similis""(似ている)。派生: similarity(シミラ́リティ): 類似 / similarly(シ́ミラリ): 同様に","alike(アラ́イク): 似た, different(ディ́ファレント): 異なる",評価,初級
simple,シ́ンプル,簡単な・単純な,"ラテン語 ""simplex""(単一の)。派生: simplify(シ́ンプリファイ): 簡単にする / simplicity(シンプリ́シティ): 単純さ","easy(イ́ージー): 簡単な, complex(コ́ンプレックス): 複雑な",評価,初級
simply,Simply,単に,simply の詳細な語源情報を追加してください。,,中級語彙,中級
since,シ́ンス,〜以来・〜なので,"中英語 ""sins""(その後)。派生: ever since(エ́ヴァーシンス): それ以来ずっと / since then(シ́ンスゼン): それ以来","because(ビコ́ーズ): なぜなら, from(フロ́ム): 〜から",接続詞,初級
sincerely,Sincerely,心から,sincerely の詳細な語源情報を追加してください。,,中級語彙,中級
sing,シ́ング,歌う,"古英語 ""singan""。派生: singer(シ́ンガー): 歌手 / singing(シ́ンギング): 歌うこと","chant(チャ́ント): 歌う, hum(ハ́ム): 鼻歌を歌う",動作,初級
Singapore,Singapore,[手動確認必要: singapore],Singapore の語源情報が必要です。,,中級語彙,中級
singer,Singer,singする人,singer の語源情報が必要です。,,名詞,中級
single,シ́ングル,一つの・独身の,"ラテン語 ""singulus""(一つの)。派生: singly(シ́ングリ): 単独で / single room(シ́ングルルーム): シングルルーム","one(ワ́ン): 1つの, alone(アロ́ウン): 一人の",評価,初級
sink,シ́ンク,沈む・流し台,"古英語 ""sincan""。派生: sinking(シ́ンキング): 沈むこと / kitchen sink(キ́ッチンシンク): 台所の流し","drown(ドラ́ウン): 溺れる, float(フロ́ウト): 浮く",動作,初級
sister,シ́スター,姉妹,"古ノルド語 ""systir""。派生: sisterly(シ́スターリ): 姉妹のような / sister-in-law(シ́スターインロー): 義理の姉妹","brother(ブラ́ザー): 兄弟, sibling(シ́ブリング): きょうだい",人間関係,初級
sit,シ́ット,座る,"古英語 ""sittan""。派生: sitting(シ́ティング): 座ること / sit down(シ́ットダウン): 座る","seat(シ́ート): 座らせる, stand(スタ́ンド): 立つ",動作,初級
situation,シチュエ́イション,状況,"ラテン語 ""situare""(位置する)。派生: situational(シチュエ́イショナル): 状況の / in this situation(インジ́スシチュエイション): この状況では","condition(コンディ́ション): 状態, circumstance(サ́ーカムスタンス): 事情",概念,初級
six,スィ́ックス,6,"古英語 ""siex""。派生: sixth(スィ́ックスス): 6番目 / sixteen(スィックスティーン): 16","five(ファイヴ): 5, seven(セヴン): 7, sixth(シックスス): 6番目",数詞,初級
sixteen,Sixteen,[手動確認必要: sixteen],sixteen の語源情報が必要です。,,中級語彙,中級
sixth,Sixth,[手動確認必要: sixth],sixth の語源情報が必要です。,,中級語彙,中級
sixty,Sixty,[手動確認必要: sixty],sixty の語源情報が必要です。,,中級語彙,中級
size,サ́イズ,大きさ・サイズ,"古フランス語 ""sise""(割当量)。派生: sizeable(サ́イザブル): かなり大きい / full-size(フ́ルサイズ): 実物大の","dimension(ディメ́ンション): 寸法, scale(スケ́イル): 規模",概念,初級
skate,Skate,[手動確認必要: skate],skate の語源情報が必要です。,,中級語彙,中級
ski,Ski,[手動確認必要: ski],ski の語源情報が必要です。,,中級語彙,中級
skill,スキ́ル,技能,"古ノルド語 ""skil""(区別)。派生: skilled(スキ́ルド): 熟練した / skillful(スキ́ルフル): 巧みな","ability(アビ́リティ): 能力, talent(タ́レント): 才能",概念,初級
sky,スカ́イ,空,"古ノルド語 ""sky""(雲)。派生: skyline(スカ́イライン): スカイライン / sky-blue(スカ́イブルー): 空色","heaven(ヘ́ヴン): 天, cloud(クラ́ウド): 雲",自然,初級
sleep,スリ́ープ,眠る・睡眠,"古英語 ""slǣpan""。派生: sleepy(スリ́ーピー): 眠い / sleeping(スリ́ーピング): 眠っている","rest(レ́スト): 休む, wake(ウェ́イク): 目覚める",動作,初級
sleepy,Sleepy,[手動確認必要: sleepy],sleepy の語源情報が必要です。,,中級語彙,中級
slow,スロ́ウ,遅い,"古英語 ""slaw""。派生: slowly(スロ́ウリ): ゆっくり / slowness(スロ́ウネス): 遅さ","gradual(グラ́ジュアル): 段階的な, fast(ファ́スト): 速い",評価,初級
slowly,Slowly,ゆっくりと,slowly の詳細な語源情報を追加してください。,,中級語彙,中級
small,スモ́ール,小さい,"古英語 ""smæl""。派生: smaller(スモ́ーラー): より小さい / smallest(スモ́ーレスト): 最小の","little(リ́トル): 小さい, big(ビ́ッグ): 大きい",評価,初級
smart,スマ́ート,賢い・スマートな,"古英語 ""smeortan""(痛む)。派生: smartly(スマ́ートリ): 賢く / smartphone(スマ́ートフォン): スマートフォン","clever(クレ́ヴァー): 賢い, intelligent(インテ́リジェント): 知的な",評価,初級
smartphone,Smartphone,[手動確認必要: smartphone],smartphone の語源情報が必要です。,,中級語彙,中級
smell,スメ́ル,におい・においがする,"中英語 ""smellen""。派生: smelly(スメ́リー): 臭い / sense of smell(セ́ンスオヴスメル): 嗅覚","odor(オ́ウダー): におい, scent(セ́ント): 香り",動作,初級
smile,スマ́イル,微笑む・笑顔,"中英語 ""smilen""。派生: smiling(スマ́イリング): 微笑んでいる / with a smile(ウィ́ザスマイル): 笑顔で","grin(グリ́ン): にやりと笑う, laugh(ラ́フ): 笑う",動作,初級
smoke,スモ́ウク,煙・喫煙する,"古英語 ""smoca""。派生: smoking(スモ́ウキング): 喫煙 / smoke detector(スモ́ウクディテクター): 煙探知機","fume(フュ́ーム): 煙, vapor(ヴェ́イパー): 蒸気",動作,初級
snack,Snack,[手動確認必要: snack],snack の語源情報が必要です。,,中級語彙,中級
snow,スノ́ウ,雪・雪が降る,"古英語 ""snaw""。派生: snowy(スノ́ウイ): 雪の / snowfall(スノ́ウフォール): 降雪","ice(ア́イス): 氷, winter(ウィ́ンター): 冬",自然,初級
snowy,Snowy,[手動確認必要: snowy],snowy の語源情報が必要です。,,中級語彙,中級
so,ソ́ウ,とても・だから,"古英語 ""swa""(そのように)。派生: so that(ソ́ウザット): 〜するために / so far(ソ́ウファー): これまでのところ","very(ヴェ́リ): とても, therefore(ゼ́アフォー): それゆえ",副詞,初級
soccer,Soccer,soccする人,soccer の語源情報が必要です。,,名詞,中級
social,ソ́ウシャル,社会の,"ラテン語 ""socialis""(仲間の)。派生: society(ソサ́イエティ): 社会 / socialize(ソ́ウシャライズ): 交流する","public(パ́ブリック): 公の, communal(コミュ́ーナル): 共同の",評価,初級
society,Society,[手動確認必要: society],society の語源情報が必要です。,,中級語彙,中級
socks,Socks,[手動確認必要: socks],socks の語源情報が必要です。,,中級語彙,中級
sofa,Sofa,[手動確認必要: sofa],sofa の語源情報が必要です。,,中級語彙,中級
soft,ソ́フト,柔らかい,"古英語 ""softe""。派生: soften(ソ́フトン): 柔らかくする / softly(ソ́フトリ): 優しく","gentle(ジェ́ントル): 穏やかな, hard(ハ́ード): 固い",評価,初級
softball,Softball,[手動確認必要: softball],softball の語源情報が必要です。,,中級語彙,中級
solve,Solve,解決する,solve の詳細な語源情報を追加してください。,,中級語彙,中級
some,サ́ム,いくつかの,"古英語 ""sum""。派生: somebody(サ́ムバディ): 誰か / somehow(サ́ムハウ): どうにかして","any(エ́ニ): いくつかの, several(セ́ヴェラル): いくつかの",限定詞,初級
someday,Someday,[手動確認必要: someday],someday の語源情報が必要です。,,中級語彙,中級
somehow,サ́ムハウ,どうにかして,some + how。派生: somewhat(サ́ムホワット): いくらか / somewhere(サ́ムウェアー): どこかで,"anyhow(エ́ニハウ): とにかく, someway(サ́ムウェイ): どうにかして",副詞,初級
someone,サ́ムワン,誰か,some + one。派生: somebody(サ́ムバディ): 誰か / anyone(エ́ニワン): 誰でも,"somebody(サ́ムバディ): 誰か, person(パ́ーソン): 人",代名詞,初級
something,サ́ムシング,何か,some + thing。派生: anything(エ́ニシング): 何でも / nothing(ナ́シング): 何もない,"anything(エ́ニシング): 何でも, thing(スィ́ング): もの",代名詞,初級
sometimes,サ́ムタイムズ,時々,some + times。派生: sometime(サ́ムタイム): いつか / at times(ア́ットタイムズ): 時々,"occasionally(オケ́イジョナリ): 時折, always(オ́ールウェイズ): いつも",副詞,初級
somewhere,サ́ムウェアー,どこかで,some + where。派生: anywhere(エ́ニウェアー): どこでも / nowhere(ノ́ウウェアー): どこにもない,"anywhere(エ́ニウェアー): どこにでも, place(プレ́イス): 場所",副詞,初級
son,サ́ン,息子,"古英語 ""sunu""。派生: grandson(グラ́ンドサン): 孫息子 / son-in-law(サ́ンインロー): 義理の息子","daughter(ド́ーター): 娘, child(チャ́イルド): 子供",人間関係,初級
song,ソ́ング,歌,"古英語 ""sang""。派生: songbird(ソ́ングバード): 鳴き鳥 / folk song(フォ́ウクソング): 民謡","music(ミュ́ージック): 音楽, melody(メ́ロディ): メロディー",文化,初級
soon,スー́ン,すぐに,"古英語 ""sona""。派生: sooner(スー́ナー): より早く / as soon as(ア́ズスーンアズ): 〜するとすぐに","quickly(クウィ́クリ): すばやく, shortly(ショ́ートリ): まもなく",時間,初級
sorry,ソ́リ,すまなく思って,"古英語 ""sarig""(悲しい)。派生: I'm sorry(ア́イムソリ): ごめんなさい / feel sorry for(フィ́ールソリフォー): 〜を気の毒に思う","apologetic(アポロジェ́ティック): 謝っている, regretful(リグレ́ットフル): 後悔して",感情,初級
sound,サ́ウンド,音・音がする,"ラテン語 ""sonus""(音)。派生: soundly(サ́ウンドリ): ぐっすり / sound asleep(サ́ウンドアスリープ): ぐっすり眠って","noise(ノ́イズ): 騒音, voice(ヴォ́イス): 声",動作,初級
soup,スー́プ,スープ,"ラテン語 ""suppa""(浸したパン)。派生: soupy(スー́ピー): スープ状の / soup bowl(スー́プボウル): スープ皿","broth(ブロ́ス): だし汁, stew(ステュ́ー): シチュー",食べ物,初級
sour,サ́ウアー,すっぱい,"古英語 ""sur""。派生: sourness(サ́ウアネス): 酸っぱさ / go sour(ゴ́ーサウアー): 酸っぱくなる","acid(ア́シッド): 酸っぱい, sweet(スウィ́ート): 甘い",評価,初級
south,サ́ウス,南,"古英語 ""suth""。派生: southern(サ́ザン): 南の / southward(サ́ウスワード): 南へ","north(ノ́ース): 北, direction(ディレ́クション): 方向",方向,初級
souvenir,Souvenir,[手動確認必要: souvenir],souvenir の語源情報が必要です。,,中級語彙,中級
space,スペ́イス,空間・宇宙,"ラテン語 ""spatium""(広がり)。派生: spacious(スペ́イシャス): 広々とした / outer space(ア́ウタースペイス): 宇宙空間","room(ルー́ム): 余地, area(エ́リア): 地域",概念,初級
spaghetti,Spaghetti,[手動確認必要: spaghetti],spaghetti の語源情報が必要です。,,中級語彙,中級
speak,スピ́ーク,話す,"古英語 ""sprecan""。派生: speaker(スピ́ーカー): 話者 / speaking(スピ́ーキング): 話すこと","talk(ト́ーク): 話す, say(セ́イ): 言う",伝達,初級
speaker,Speaker,speakする人,speaker の語源情報が必要です。,,名詞,中級
special,スペ́シャル,特別な,"ラテン語 ""specialis""(特定の)。派生: specially(スペ́シャリ): 特別に / specialty(スペ́シャルティ): 専門","particular(パティ́キュラー): 特定の, ordinary(オ́ーディナリ): 普通の",評価,初級
species,Species,[手動確認必要: species],species の語源情報が必要です。,,中級語彙,中級
specific,Specific,特定の,specific の詳細な語源情報を追加してください。,,中級語彙,中級
speech,スピ́ーチ,演説・話すこと,"古英語 ""spǣc""。派生: speechless(スピ́ーチレス): 言葉を失った / make a speech(メ́イクアスピーチ): 演説する","talk(ト́ーク): 話, address(アドレ́ス): 演説",伝達,初級
speed,スピ́ード,速度,"古英語 ""sped""(成功)。派生: speedy(スピ́ーディ): 速い / speed up(スピ́ードアップ): 速度を上げる","velocity(ヴェロ́シティ): 速度, pace(ペ́イス): ペース",概念,初級
spend,スペ́ンド,使う・過ごす,"ラテン語 ""expendere""(重さを量る)。派生: spending(スペ́ンディング): 支出 / spend time(スペ́ンドタイム): 時間を過ごす","use(ユ́ーズ): 使う, save(セ́イヴ): 節約する",動作,初級
sport,Sport,[手動確認必要: sport],sport の語源情報が必要です。,,中級語彙,中級
spot,スポ́ット,点・場所・見つける,"中英語 ""spotte""。派生: spotty(スポ́ッティ): 斑点のある / on the spot(オ́ンザスポット): その場で","place(プレ́イス): 場所, mark(マ́ーク): 印",概念,初級
spread,スプレ́ッド,広げる・広がる,"古英語 ""sprǣdan""。派生: spreading(スプレ́ッディング): 拡散 / spread out(スプレ́ッドアウト): 広げる","extend(エクステ́ンド): 広げる, scatter(スキャ́ター): まき散らす",動作,初級
spring,スプリ́ング,春・ばね・湧く,"古英語 ""springan""(跳ねる)。派生: springtime(スプリ́ングタイム): 春 / hot spring(ホ́ットスプリング): 温泉","season(シ́ーズン): 季節, leap(リ́ープ): 跳ぶ",時間,初級
stadium,Stadium,[手動確認必要: stadium],stadium の語源情報が必要です。,,中級語彙,中級
staff,Staff,[手動確認必要: staff],staff の語源情報が必要です。,,中級語彙,中級
stage,ステ́イジ,舞台・段階,"ラテン語 ""stare""(立つ)。派生: staging(ステ́イジング): 上演 / on stage(オ́ンステイジ): 舞台上で","phase(フェ́イズ): 段階, platform(プラ́ットフォーム): 演壇",概念,初級
stair,ステ́アー,階段,"古英語 ""stæger""。派生: staircase(ステ́アケイス): 階段 / upstairs(アップステ́アーズ): 上の階に","step(ステ́ップ): 段, stairs(ステ́アーズ): 階段",生活,初級
stand,スタ́ンド,立つ,"古英語 ""standan""。派生: standing(スタ́ンディング): 立っている / stand up(スタ́ンドアップ): 立ち上がる","rise(ラ́イズ): 立ち上がる, sit(シ́ット): 座る",動作,初級
star,スタ́ー,星・スター,"古英語 ""steorra""。派生: starry(スタ́リ): 星の / movie star(ムー́ヴィースター): 映画スター","planet(プラ́ネット): 惑星, celebrity(セレ́ブリティ): 有名人",科学,初級
start,スタ́ート,始める,"古英語 ""styrtan""(跳ぶ)。派生: starter(スタ́ーター): スターター / starting(スタ́ーティング): 出発","begin(ビギ́ン): 始める, commence(コメ́ンス): 開始する",動作,初級
station,ステ́イション,駅・局,"ラテン語 ""stare""(立つ)。派生: stationary(ステ́イショナリ): 静止した / radio station(レ́イディオウステイション): ラジオ局","stop(スト́ップ): 停留所, terminal(ター́ミナル): 終点",交通,初級
stationery,Stationery,[手動確認必要: stationery],stationery の語源情報が必要です。,,中級語彙,中級
statue,スタ́チュー,像,"ラテン語 ""statuere""(立てる)。派生: statuesque(スタチュエ́スク): 彫像のような / bronze statue(ブロ́ンズスタチュー): 銅像","sculpture(スカ́ルプチャー): 彫刻, monument(モ́ニュメント): 記念碑",文化,初級
stay,ステ́イ,とどまる・滞在,"ラテン語 ""stare""(立つ)。派生: staying(ステ́イング): 滞在 / stay up(ステ́イアップ): 起きている","remain(リメ́イン): 残る, leave(リ́ーヴ): 去る",動作,初級
steak,Steak,[手動確認必要: steak],steak の語源情報が必要です。,,中級語彙,中級
steal,スティ́ール,盗む,"古英語 ""stelan""。派生: stealing(スティ́ーリング): 盗むこと / stolen(スト́ウルン): 盗まれた","rob(ロ́ブ): 奪う, theft(スェ́フト): 窃盗",動作,初級
steam,スティ́ーム,蒸気,"古英語 ""steam""。派生: steamy(スティ́ーミー): 蒸気の立つ / steam engine(スティ́ームエンジン): 蒸気機関","vapor(ヴェ́イパー): 蒸気, mist(ミ́スト): 霧",自然,初級
step,ステ́ップ,歩み・段,"古英語 ""stæpe""。派生: stepping(ステ́ッピング): 歩くこと / step by step(ステ́ップバイステップ): 一歩ずつ","pace(ペ́イス): 歩み, stair(ステ́アー): 階段",動作,初級
stick,スティ́ック,棒・くっつける,"古英語 ""sticca""(棒)。派生: sticky(スティ́ッキー): ねばねばした / stick to(スティ́ックトゥ): 固守する","rod(ロ́ッド): 棒, attach(アタ́ッチ): 取り付ける",動作,初級
still,スティ́ル,まだ・静かな,"古英語 ""stille""(静かな)。派生: stillness(スティ́ルネス): 静けさ / stand still(スタ́ンドスティル): じっと立っている","yet(イェ́ット): まだ, calm(カ́ーム): 穏やかな",副詞,初級
stomachache,Stomachache,[手動確認必要: stomachache],stomachache の語源情報が必要です。,,中級語彙,中級
stone,スト́ウン,石,"古英語 ""stan""。派生: stony(スト́ウニ): 石の / stone wall(スト́ウンウォール): 石壁","rock(ロ́ック): 岩, pebble(ペ́ブル): 小石",自然,初級
stop,スト́ップ,止まる・やめる,"古英語 ""stoppian""。派生: stopping(スト́ッピング): 停止 / bus stop(バ́ススト́ップ): バス停","halt(ホ́ールト): 停止する, cease(シ́ース): やめる",動作,初級
store,スト́ー,店・蓄える,"ラテン語 ""instaurare""(修復する)。派生: storage(スト́ーリッジ): 保管 / department store(ディパ́ートメントストー): デパート","shop(ショ́ップ): 店, keep(キ́ープ): 保管する",生活,初級
story,スト́ーリ,物語・階,"ラテン語 ""historia""(歴史)。派生: storyteller(スト́ーリテラー): 語り手 / short story(ショ́ートストーリ): 短編小説","tale(テ́イル): 話, narrative(ナ́ラティヴ): 物語",文化,初級
straight,ストレ́イト,まっすぐな,"古英語 ""streht""(伸ばした)。派生: straighten(ストレ́イトン): まっすぐにする / straight ahead(ストレ́イトアヘッド): まっすぐ前に","direct(ディレ́クト): 直接の, crooked(クル́ッキッド): 曲がった",評価,初級
strange,ストレ́インジ,奇妙な,"ラテン語 ""extraneus""(外の)。派生: strangely(ストレ́インジリ): 奇妙に / stranger(ストレ́インジャー): 見知らぬ人","odd(オ́ッド): 変な, unusual(アンユ́ージュアル): 普通でない",評価,初級
straw,Straw,[手動確認必要: straw],straw の語源情報が必要です。,,中級語彙,中級
